RollingAvgWindow,PositiveDiffMAThreshold,NegativeDiffMAThreshold,FixedOrderQuantity,PnL
1,30.40000,-27.40000,100,1736076.44224
1,30.00000,-25.40000,100,1736070.92411
1,29.80000,-27.40000,100,1736056.26791
1,31.00000,-25.40000,100,1736050.02264
1,35.80000,-30.80000,100,1736047.64241
1,32.00000,-27.80000,100,1736023.51425
1,30.00000,-26.20000,100,1736017.69288
1,29.00000,-29.40000,100,1736014.15178
1,33.00000,-31.00000,100,1735988.39004
1,34.20000,-31.80000,100,1735977.28475
1,32.80000,-27.40000,100,1735965.19745
1,32.00000,-28.60000,100,1735959.98886
1,28.80000,-26.40000,100,1735946.08001
1,36.00000,-30.80000,100,1735936.98964
1,31.80000,-27.80000,100,1735933.53374
1,28.40000,-30.20000,100,1735915.78936
1,30.60000,-25.80000,100,1735903.33909
1,31.00000,-26.20000,100,1735893.76980
1,30.00000,-29.00000,100,1735882.51208
1,31.80000,-28.60000,100,1735870.00835
1,30.40000,-25.20000,100,1735866.38298
1,33.60000,-27.20000,100,1735861.60092
1,31.60000,-31.40000,100,1735856.54035
1,32.20000,-27.60000,100,1735844.37266
1,30.80000,-28.80000,100,1735829.38150
1,33.40000,-29.40000,100,1735817.18411
1,34.60000,-26.80000,100,1735793.43948
1,29.60000,-31.20000,100,1735757.83051
1,29.00000,-26.20000,100,1735743.48770
1,30.40000,-25.60000,100,1735732.29851
1,32.80000,-25.40000,100,1735732.28269
1,29.80000,-31.20000,100,1735723.87215
1,30.00000,-31.00000,100,1735698.80655
1,31.20000,-25.20000,100,1735690.60779
1,30.00000,-27.20000,100,1735687.05952
1,32.20000,-28.20000,100,1735684.26205
1,31.60000,-27.00000,100,1735678.10376
1,30.20000,-25.80000,100,1735673.89622
1,31.40000,-26.80000,100,1735644.18103
1,30.60000,-26.80000,100,1735643.48539
1,30.00000,-28.00000,100,1735627.89584
1,34.00000,-28.80000,100,1735614.49352
1,32.80000,-28.00000,100,1735609.65237
1,34.00000,-25.80000,100,1735605.64269
1,35.60000,-30.60000,100,1735602.50657
1,31.40000,-31.40000,100,1735589.78775
1,34.80000,-31.60000,100,1735557.82033
1,29.20000,-29.20000,100,1735548.26482
1,29.40000,-29.00000,100,1735525.60036
1,34.20000,-25.80000,100,1735525.32253
1,32.40000,-31.60000,100,1735512.78329
1,29.00000,-25.40000,100,1735488.34800
1,32.20000,-27.80000,100,1735464.11881
1,31.20000,-25.60000,100,1735453.50171
1,33.20000,-26.40000,100,1735449.26394
1,34.40000,-27.60000,100,1735425.12589
1,33.60000,-29.00000,100,1735414.96402
1,30.20000,-26.80000,100,1735414.04252
1,32.20000,-28.60000,100,1735400.59342
1,31.60000,-26.20000,100,1735367.37734
1,35.80000,-30.60000,100,1735347.98960
1,33.40000,-26.60000,100,1735332.29877
1,30.80000,-25.20000,100,1735325.17767
1,33.60000,-31.40000,100,1735317.39280
1,31.00000,-28.80000,100,1735298.16661
1,34.80000,-31.80000,100,1735273.23582
1,35.20000,-30.80000,100,1735239.97119
1,36.00000,-30.60000,100,1735237.33683
1,32.40000,-31.80000,100,1735228.19878
1,33.80000,-27.00000,100,1735212.13227
1,33.60000,-27.40000,100,1735209.69938
1,32.80000,-26.00000,100,1735194.55807
1,32.60000,-28.80000,100,1735193.96775
1,32.40000,-27.60000,100,1735191.74828
1,30.80000,-25.60000,100,1735191.09320
1,34.40000,-28.20000,100,1735180.65035
1,36.80000,-30.40000,100,1735168.17900
1,29.20000,-25.20000,100,1735154.24499
1,35.00000,-31.20000,100,1735153.57830
1,30.40000,-25.80000,100,1735139.38492
1,29.00000,-29.20000,100,1735129.52380
1,33.60000,-26.80000,100,1735102.82299
1,29.60000,-31.00000,100,1735102.82060
1,28.80000,-30.00000,100,1735081.17512
1,29.40000,-27.20000,100,1735071.75935
1,29.80000,-31.00000,100,1735068.86224
1,34.60000,-27.00000,100,1735056.57873
1,31.40000,-26.00000,100,1735056.41517
1,30.00000,-27.40000,100,1735035.15798
1,33.00000,-26.60000,100,1735033.12911
1,32.40000,-28.20000,100,1735031.63766
1,34.80000,-29.00000,100,1735031.47234
1,29.20000,-25.60000,100,1735020.16053
1,35.60000,-29.80000,100,1735017.18946
1,32.60000,-25.80000,100,1735012.62395
1,34.60000,-32.00000,100,1734999.19587
1,31.40000,-27.00000,100,1734964.80556
1,30.60000,-27.00000,100,1734964.10991
1,31.60000,-25.20000,100,1734958.14170
1,29.80000,-26.80000,100,1734952.14404
1,33.40000,-29.20000,100,1734932.55614
1,30.00000,-25.20000,100,1734917.88587
1,31.00000,-25.20000,100,1734896.98440
1,34.40000,-28.60000,100,1734896.98172
1,29.60000,-26.80000,100,1734880.85430
1,30.40000,-26.80000,100,1734879.53122
1,34.60000,-25.40000,100,1734874.23306
1,31.20000,-25.80000,100,1734860.58812
1,33.80000,-28.80000,100,1734834.82186
1,28.60000,-26.40000,100,1734822.34778
1,32.40000,-27.80000,100,1734811.49443
1,31.20000,-28.20000,100,1734790.22214
1,30.00000,-25.60000,100,1734783.80140
1,35.60000,-31.40000,100,1734783.74876
1,32.40000,-28.60000,100,1734747.96904
1,31.40000,-25.40000,100,1734738.63736
1,30.20000,-27.00000,100,1734734.66704
1,29.40000,-28.00000,100,1734723.46500
1,31.60000,-25.60000,100,1734721.03562
1,34.60000,-32.20000,100,1734689.32842
1,33.20000,-27.20000,100,1734678.61839
1,28.20000,-26.40000,100,1734675.41144
1,31.00000,-25.60000,100,1734659.87832
1,32.00000,-31.60000,100,1734657.75932
1,33.80000,-25.80000,100,1734631.17086
1,33.20000,-29.00000,100,1734622.09866
1,30.80000,-25.80000,100,1734598.17961
1,32.80000,-25.20000,100,1734579.24445
1,34.00000,-27.60000,100,1734557.40119
1,35.20000,-30.60000,100,1734540.31837
1,35.80000,-31.40000,100,1734529.23179
1,30.80000,-28.20000,100,1734527.81362
1,29.00000,-25.60000,100,1734509.59622
1,31.20000,-28.60000,100,1734506.55351
1,31.20000,-27.60000,100,1734503.78715
1,33.00000,-27.20000,100,1734501.46478
1,34.40000,-27.80000,100,1734499.27572
1,35.00000,-31.00000,100,1734498.56839
1,35.60000,-29.60000,100,1734491.07011
1,33.60000,-28.00000,100,1734464.03713
1,31.80000,-31.60000,100,1734458.86830
1,34.20000,-28.80000,100,1734444.95004
1,33.00000,-29.00000,100,1734444.94505
1,35.80000,-29.80000,100,1734444.85698
1,34.40000,-32.00000,100,1734437.19037
1,29.20000,-25.80000,100,1734427.24693
1,29.40000,-27.40000,100,1734419.85781
1,36.00000,-31.40000,100,1734418.57901
1,32.80000,-25.60000,100,1734389.88689
1,32.60000,-31.60000,100,1734373.54550
1,32.00000,-31.80000,100,1734373.17481
1,33.40000,-26.40000,100,1734355.33502
1,36.00000,-29.80000,100,1734334.20420
1,34.80000,-27.20000,100,1734331.18231
1,33.60000,-25.40000,100,1734322.81153
1,34.00000,-28.20000,100,1734312.92565
1,29.60000,-27.00000,100,1734306.72692
1,29.20000,-30.80000,100,1734283.03426
1,29.80000,-27.00000,100,1734272.76856
1,29.00000,-30.80000,100,1734259.71272
1,30.80000,-28.60000,100,1734244.14500
1,30.80000,-27.60000,100,1734241.37864
1,29.00000,-25.20000,100,1734231.74041
1,30.60000,-28.80000,100,1734211.94757
1,30.40000,-27.00000,100,1734200.15574
1,30.00000,-25.80000,100,1734190.88781
1,35.00000,-29.40000,100,1734176.00149
1,31.80000,-31.80000,100,1734174.28379
1,34.60000,-26.00000,100,1734171.65581
1,36.60000,-30.40000,100,1734169.71351
1,32.80000,-26.20000,100,1734132.97766
1,36.80000,-30.20000,100,1734132.08391
1,34.40000,-32.20000,100,1734127.32292
1,31.20000,-27.80000,100,1734123.53330
1,32.20000,-31.60000,100,1734098.36388
1,32.60000,-31.80000,100,1734088.96099
1,32.80000,-27.00000,100,1734088.91095
1,29.40000,-31.20000,100,1734087.46206
1,34.80000,-28.00000,100,1734080.54545
1,31.60000,-28.80000,100,1734076.70919
1,31.00000,-25.80000,100,1734066.96472
1,33.00000,-26.40000,100,1734056.16537
1,32.60000,-27.60000,100,1734052.51049
1,34.00000,-28.60000,100,1734029.25702
1,33.20000,-27.40000,100,1734026.71685
1,31.00000,-28.20000,100,1733996.59874
1,31.40000,-26.20000,100,1733994.83475
1,35.20000,-29.80000,100,1733955.00126
1,30.00000,-26.80000,100,1733931.03411
1,35.80000,-29.60000,100,1733918.73762
1,29.00000,-25.80000,100,1733916.68263
1,32.60000,-28.20000,100,1733892.39988
1,30.20000,-28.80000,100,1733889.71755
1,30.80000,-27.80000,100,1733861.12478
1,33.00000,-27.40000,100,1733849.56324
1,32.20000,-31.80000,100,1733813.77937
1,31.40000,-28.80000,100,1733809.95659
1,36.00000,-29.60000,100,1733808.08485
1,33.20000,-26.80000,100,1733801.40647
1,33.80000,-27.60000,100,1733777.72953
1,29.20000,-29.00000,100,1733746.92315
1,34.60000,-25.20000,100,1733721.19482
1,29.60000,-28.80000,100,1733720.16589
1,34.60000,-28.80000,100,1733716.13576
1,31.00000,-28.60000,100,1733712.93012
1,31.00000,-27.60000,100,1733710.16375
1,36.20000,-30.40000,100,1733692.25877
1,29.80000,-28.80000,100,1733686.20753
1,34.80000,-27.40000,100,1733679.28077
1,32.60000,-27.80000,100,1733672.25664
1,33.20000,-28.00000,100,1733671.17177
1,34.00000,-27.80000,100,1733631.55102
1,32.60000,-28.60000,100,1733608.73125
1,31.40000,-25.20000,100,1733585.59912
1,33.40000,-27.20000,100,1733577.85136
1,32.80000,-31.40000,100,1733563.50051
1,31.60000,-25.80000,100,1733540.57226
1,33.80000,-28.20000,100,1733533.25399
1,34.60000,-25.60000,100,1733531.83727
1,33.00000,-28.00000,100,1733494.01816
1,33.60000,-26.00000,100,1733481.03932
1,30.40000,-28.80000,100,1733447.99340
1,29.40000,-31.00000,100,1733432.45215
1,34.00000,-32.00000,100,1733428.94510
1,35.20000,-29.60000,100,1733428.88191
1,34.20000,-27.60000,100,1733387.85771
1,31.40000,-25.60000,100,1733348.49304
1,31.00000,-27.80000,100,1733329.90990
1,29.00000,-29.00000,100,1733328.18213
1,28.60000,-30.00000,100,1733325.93021
1,29.20000,-27.20000,100,1733293.08214
1,35.00000,-29.20000,100,1733291.37351
1,30.00000,-27.00000,100,1733251.65863
1,33.80000,-28.60000,100,1733249.58536
1,29.40000,-26.80000,100,1733210.48585
1,33.60000,-25.20000,100,1733169.77329
1,34.20000,-28.20000,100,1733143.38217
1,36.60000,-30.20000,100,1733133.61842
1,33.40000,-31.40000,100,1733132.40344
1,33.40000,-29.00000,100,1733131.21446
1,34.00000,-32.20000,100,1733119.07765
1,30.60000,-31.40000,100,1733103.98408
1,31.00000,-31.60000,100,1733068.30815
1,35.00000,-31.40000,100,1733054.82032
1,34.60000,-26.20000,100,1733012.64752
1,33.60000,-25.60000,100,1732980.41573
1,30.80000,-31.60000,100,1732971.96300
1,29.20000,-28.00000,100,1732944.78778
1,32.00000,-28.40000,100,1732944.71925
1,31.60000,-27.60000,100,1732935.25193
1,33.40000,-27.40000,100,1732925.94982
1,30.60000,-28.20000,100,1732910.37970
1,34.80000,-26.60000,100,1732893.28272
1,28.80000,-29.80000,100,1732882.65485
1,34.20000,-28.60000,100,1732859.71354
1,31.80000,-28.40000,100,1732854.73875
1,33.80000,-27.80000,100,1732851.87936
1,35.60000,-31.00000,100,1732844.39589
1,33.20000,-25.40000,100,1732828.94329
1,33.40000,-26.80000,100,1732819.07343
1,31.00000,-31.80000,100,1732783.72364
1,29.00000,-27.20000,100,1732782.51784
1,30.20000,-31.40000,100,1732781.75406
1,31.60000,-28.20000,100,1732775.14131
1,28.80000,-26.60000,100,1732718.88731
1,30.80000,-31.80000,100,1732687.37849
1,34.60000,-27.60000,100,1732659.04343
1,36.20000,-30.20000,100,1732656.16368
1,33.80000,-32.00000,100,1732649.27344
1,29.20000,-27.40000,100,1732641.18060
1,29.40000,-27.00000,100,1732636.35846
1,30.60000,-28.60000,100,1732626.71108
1,35.80000,-31.00000,100,1732589.87892
1,30.20000,-28.20000,100,1732588.14968
1,31.60000,-27.80000,100,1732554.99808
1,35.60000,-29.40000,100,1732521.82899
1,31.40000,-28.20000,100,1732508.38871
1,31.60000,-28.60000,100,1732491.47269
1,36.00000,-31.00000,100,1732479.22615
1,33.60000,-31.60000,100,1732472.70348
1,34.20000,-27.80000,100,1732462.00754
1,35.20000,-31.20000,100,1732437.21761
1,29.00000,-28.00000,100,1732434.22348
1,34.60000,-28.20000,100,1732414.56789
1,33.00000,-26.80000,100,1732408.30790
1,30.00000,-28.80000,100,1732406.70914
1,34.20000,-32.00000,100,1732399.92219
1,32.20000,-28.40000,100,1732385.32382
1,31.20000,-31.60000,100,1732382.67661
1,30.40000,-31.40000,100,1732340.02991
1,33.80000,-32.20000,100,1732339.40600
1,33.60000,-26.20000,100,1732322.03103
1,32.80000,-25.80000,100,1732306.17258
1,30.20000,-28.60000,100,1732304.48106
1,28.80000,-29.60000,100,1732296.64256
1,33.20000,-26.00000,100,1732291.21867
1,30.60000,-27.80000,100,1732243.69086
1,28.00000,-30.40000,100,1732237.04065
1,31.40000,-28.60000,100,1732224.72009
1,31.40000,-27.60000,100,1732221.95373
1,30.60000,-27.60000,100,1732221.25808
1,33.60000,-31.80000,100,1732188.11897
1,33.40000,-28.00000,100,1732180.28757
1,31.40000,-25.80000,100,1732168.02968
1,30.40000,-28.20000,100,1732146.42553
1,29.60000,-28.60000,100,1732134.92939
1,34.60000,-28.60000,100,1732130.89927
1,29.00000,-27.40000,100,1732130.61630
1,35.00000,-27.20000,100,1732117.52455
1,29.80000,-28.60000,100,1732100.97103
1,31.20000,-31.80000,100,1732098.09210
1,34.20000,-32.20000,100,1732090.05474
1,29.40000,-28.80000,100,1732049.79743
1,28.00000,-30.20000,100,1731980.65013
1,35.80000,-29.40000,100,1731949.49651
1,32.80000,-28.80000,100,1731941.92007
1,35.60000,-31.60000,100,1731939.05944
1,30.20000,-27.80000,100,1731921.46084
1,34.80000,-26.40000,100,1731916.31897
1,30.20000,-27.60000,100,1731899.02806
1,34.40000,-28.40000,100,1731881.71212
1,29.60000,-28.20000,100,1731871.07888
1,28.80000,-30.60000,100,1731870.22623
1,30.40000,-28.60000,100,1731862.75691
1,28.40000,-26.40000,100,1731860.26485
1,31.40000,-27.80000,100,1731841.69987
1,36.00000,-29.40000,100,1731838.84374
1,29.80000,-28.20000,100,1731837.12052
1,28.80000,-26.00000,100,1731811.73047
1,35.20000,-31.00000,100,1731782.20770
1,35.40000,-30.00000,100,1731750.26965
1,33.40000,-25.40000,100,1731735.01438
1,34.60000,-27.80000,100,1731733.19327
1,32.40000,-28.40000,100,1731732.69943
1,34.80000,-32.00000,100,1731695.87325
1,35.80000,-31.60000,100,1731684.54247
1,33.20000,-25.20000,100,1731675.90505
1,32.40000,-32.00000,100,1731650.83622
1,35.60000,-29.20000,100,1731637.20101
1,28.60000,-26.60000,100,1731595.15509
1,35.00000,-29.00000,100,1731588.79203
1,36.00000,-31.60000,100,1731573.88970
1,31.20000,-28.40000,100,1731491.28391
1,33.20000,-25.60000,100,1731486.54749
1,30.40000,-27.80000,100,1731479.73669
1,29.60000,-27.60000,100,1731471.08794
1,35.00000,-27.40000,100,1731465.62301
1,35.20000,-29.40000,100,1731459.64080
1,30.40000,-27.60000,100,1731457.30391
1,28.20000,-26.60000,100,1731448.21874
1,29.80000,-27.60000,100,1731437.12958
1,29.20000,-26.80000,100,1731431.80864
1,35.40000,-31.20000,100,1731417.06666
1,33.20000,-31.40000,100,1731393.70762
1,34.80000,-32.20000,100,1731386.00581
1,32.80000,-27.60000,100,1731346.05912
1,32.40000,-32.20000,100,1731340.96877
1,29.20000,-31.20000,100,1731339.76011
1,33.00000,-25.40000,100,1731338.41685
1,29.00000,-31.20000,100,1731316.43857
1,30.00000,-31.40000,100,1731298.74565
1,34.60000,-25.80000,100,1731283.27032
1,31.80000,-32.00000,100,1731232.89352
1,30.80000,-28.40000,100,1731228.87539
1,33.00000,-31.40000,100,1731216.55402
1,29.60000,-27.80000,100,1731204.39004
1,33.40000,-26.00000,100,1731197.28976
1,35.60000,-27.20000,100,1731193.24934
1,33.60000,-27.00000,100,1731173.61524
1,29.80000,-27.80000,100,1731170.43168
1,33.20000,-26.20000,100,1731132.21039
1,28.60000,-29.80000,100,1731127.40994
1,35.60000,-31.80000,100,1731106.95579
1,30.00000,-28.20000,100,1731105.14127
1,31.60000,-31.60000,100,1731080.33263
1,35.80000,-29.20000,100,1731064.86853
1,28.20000,-30.00000,100,1731054.92368
1,28.80000,-29.40000,100,1731020.81413
1,34.00000,-28.40000,100,1731013.98742
1,36.00000,-29.20000,100,1730954.21576
1,35.60000,-26.60000,100,1730933.22134
1,31.80000,-32.20000,100,1730923.02608
1,29.00000,-26.80000,100,1730921.24433
1,29.20000,-27.00000,100,1730857.68125
1,35.80000,-31.80000,100,1730852.43882
1,35.40000,-30.80000,100,1730836.71930
1,30.00000,-28.60000,100,1730821.47265
1,31.40000,-31.60000,100,1730813.58003
1,33.00000,-26.00000,100,1730800.69223
1,33.60000,-28.80000,100,1730796.30483
1,32.00000,-32.00000,100,1730795.81225
1,31.60000,-31.80000,100,1730795.74812
1,36.40000,-30.40000,100,1730791.70045
1,28.80000,-26.20000,100,1730750.15005
1,36.00000,-31.80000,100,1730741.78605
1,32.80000,-31.60000,100,1730718.81119
1,29.60000,-31.40000,100,1730702.75970
1,31.00000,-28.40000,100,1730697.66051
1,28.60000,-26.00000,100,1730687.99824
1,29.20000,-31.00000,100,1730684.75020
1,35.00000,-26.60000,100,1730679.62496
1,29.80000,-31.40000,100,1730668.80134
1,29.00000,-31.00000,100,1730661.42866
1,32.80000,-28.20000,100,1730640.35220
1,35.80000,-27.20000,100,1730620.91686
1,32.60000,-28.40000,100,1730593.46165
1,33.60000,-25.80000,100,1730592.65383
1,33.40000,-25.20000,100,1730581.97614
1,35.20000,-29.20000,100,1730575.01282
1,28.60000,-29.60000,100,1730541.39765
1,35.60000,-27.40000,100,1730541.34780
1,28.20000,-26.00000,100,1730541.06190
1,28.00000,-26.40000,100,1730530.23153
1,31.40000,-31.80000,100,1730528.99552
1,32.60000,-32.00000,100,1730511.59843
1,36.00000,-27.20000,100,1730510.26409
1,28.80000,-25.40000,100,1730495.01035
1,32.00000,-32.20000,100,1730485.94480
1,29.40000,-28.60000,100,1730464.56093
1,30.00000,-27.80000,100,1730438.45243
1,32.80000,-31.80000,100,1730434.22668
1,32.80000,-27.80000,100,1730420.20896
1,30.00000,-27.60000,100,1730416.01965
1,34.80000,-28.80000,100,1730412.81315
1,33.40000,-25.60000,100,1730392.61858
1,34.80000,-26.80000,100,1730380.05737
1,28.40000,-30.00000,100,1730363.84728
1,35.80000,-26.60000,100,1730360.88886
1,32.80000,-28.60000,100,1730356.68357
1,29.00000,-27.00000,100,1730347.11695
1,35.20000,-31.40000,100,1730338.45963
1,33.40000,-31.60000,100,1730287.71412
1,35.00000,-28.00000,100,1730277.99083
1,29.20000,-28.80000,100,1730271.12022
1,36.00000,-26.60000,100,1730250.23609
1,32.20000,-32.00000,100,1730236.41681
1,33.80000,-28.40000,100,1730234.31576
1,35.00000,-31.60000,100,1730210.13100
1,32.60000,-32.20000,100,1730201.73098
1,29.40000,-28.20000,100,1730200.71042
1,33.00000,-25.20000,100,1730185.37861
1,35.40000,-30.60000,100,1730137.06649
1,28.80000,-29.20000,100,1730136.18615
1,28.60000,-30.60000,100,1730114.98132
1,33.40000,-26.20000,100,1730038.28147
1,33.20000,-28.80000,100,1730003.43946
1,33.40000,-31.80000,100,1730003.12961
1,33.00000,-25.60000,100,1729996.02106
1,35.80000,-27.40000,100,1729969.01532
1,35.60000,-26.40000,100,1729956.25760
1,35.60000,-29.00000,100,1729934.61954
1,32.20000,-32.20000,100,1729926.54936
1,33.20000,-27.00000,100,1729872.19872
1,36.00000,-27.40000,100,1729858.36255
1,29.00000,-28.80000,100,1729852.37920
1,34.20000,-28.40000,100,1729844.44394
1,31.00000,-32.00000,100,1729842.33338
1,33.00000,-28.80000,100,1729826.28586
1,29.40000,-27.60000,100,1729800.71948
1,36.40000,-30.20000,100,1729755.60536
1,30.80000,-32.00000,100,1729745.98823
1,33.60000,-27.60000,100,1729739.21250
1,33.00000,-26.20000,100,1729739.11182
1,35.00000,-26.40000,100,1729702.66122
1,33.00000,-27.00000,100,1729695.04512
1,34.80000,-27.00000,100,1729643.19663
1,28.60000,-26.20000,100,1729626.41783
1,30.60000,-28.40000,100,1729611.44147
1,28.20000,-25.40000,100,1729564.49841
1,35.40000,-29.80000,100,1729551.74938
1,29.40000,-27.80000,100,1729534.02158
1,28.80000,-25.60000,100,1729516.25857
1,33.60000,-28.20000,100,1729494.73695
1,28.20000,-26.20000,100,1729479.48148
1,31.60000,-28.40000,100,1729476.20308
1,34.80000,-25.40000,100,1729460.85096
1,33.20000,-27.60000,100,1729407.57852
1,33.20000,-25.80000,100,1729402.83318
1,35.20000,-27.20000,100,1729401.16386
1,35.80000,-26.40000,100,1729383.92512
1,35.00000,-31.80000,100,1729378.02736
1,28.60000,-25.40000,100,1729371.27812
1,35.80000,-29.00000,100,1729362.28706
1,34.80000,-27.60000,100,1729355.72082
1,35.40000,-31.40000,100,1729318.30868
1,30.20000,-28.40000,100,1729289.21145
1,36.00000,-26.40000,100,1729273.27234
1,28.80000,-30.80000,100,1729266.37507
1,28.60000,-29.40000,100,1729265.56922
1,36.00000,-29.00000,100,1729251.63428
1,28.80000,-25.20000,100,1729238.40277
1,33.00000,-27.60000,100,1729230.42491
1,33.60000,-28.60000,100,1729211.06833
1,31.40000,-28.40000,100,1729209.45048
1,31.20000,-32.00000,100,1729156.70184
1,29.60000,-28.40000,100,1729119.65978
1,34.60000,-28.40000,100,1729115.62966
1,34.80000,-28.20000,100,1729111.24527
1,29.80000,-28.40000,100,1729085.70143
1,29.40000,-31.40000,100,1729032.39125
1,35.40000,-29.60000,100,1729025.63003
1,35.60000,-28.00000,100,1728985.74423
1,36.80000,-30.00000,100,1728975.56131
1,28.80000,-25.80000,100,1728923.34498
1,33.40000,-27.00000,100,1728889.86568
1,35.20000,-29.00000,100,1728872.43134
1,28.20000,-29.80000,100,1728856.40341
1,30.40000,-28.40000,100,1728847.48730
1,34.80000,-28.60000,100,1728827.57665
1,33.60000,-27.80000,100,1728813.36233
1,34.80000,-26.00000,100,1728758.27371
1,35.20000,-27.40000,100,1728749.26232
1,33.20000,-28.20000,100,1728701.87159
1,29.20000,-28.60000,100,1728685.88372
1,28.40000,-26.60000,100,1728633.07216
1,33.60000,-32.00000,100,1728610.75641
1,33.20000,-31.60000,100,1728549.01830
1,35.60000,-32.00000,100,1728544.58143
1,36.80000,-31.20000,100,1728532.51610
1,33.00000,-28.20000,100,1728524.71799
1,33.40000,-28.80000,100,1728512.55527
1,33.20000,-27.80000,100,1728481.72835
1,34.80000,-27.80000,100,1728429.87065
1,29.20000,-28.20000,100,1728422.03321
1,35.60000,-26.80000,100,1728419.99600
1,33.20000,-28.60000,100,1728418.20297
1,35.80000,-28.00000,100,1728413.41174
1,28.60000,-25.60000,100,1728392.52635
1,28.60000,-29.20000,100,1728380.94124
1,33.00000,-31.60000,100,1728371.86470
1,28.80000,-29.00000,100,1728334.84448
1,30.60000,-31.60000,100,1728327.77636
1,33.40000,-25.80000,100,1728308.90427
1,28.20000,-25.20000,100,1728307.89083
1,34.80000,-25.20000,100,1728307.81272
1,33.00000,-27.80000,100,1728304.57475
1,36.00000,-28.00000,100,1728302.75897
1,33.60000,-32.20000,100,1728300.88896
1,25.40000,-26.60000,100,1728292.38512
1,35.80000,-32.00000,100,1728290.06445
1,28.20000,-29.60000,100,1728270.39112
1,25.40000,-26.40000,100,1728268.73035
1,29.00000,-28.60000,100,1728267.14270
1,33.20000,-31.80000,100,1728264.43379
1,28.20000,-25.60000,100,1728245.59000
1,33.00000,-28.60000,100,1728241.04936
1,35.60000,-32.20000,100,1728234.71398
1,36.00000,-32.00000,100,1728179.41168
1,35.00000,-26.80000,100,1728166.39962
1,28.40000,-29.80000,100,1728165.32701
1,34.80000,-25.60000,100,1728118.45516
1,28.60000,-25.20000,100,1728114.67054
1,33.00000,-31.80000,100,1728087.28019
1,30.60000,-31.80000,100,1728043.19185
1,29.20000,-27.60000,100,1728022.04227
1,30.20000,-31.60000,100,1728005.54635
1,35.80000,-32.20000,100,1727980.19701
1,36.60000,-30.00000,100,1727977.09582
1,35.20000,-26.60000,100,1727963.26427
1,36.80000,-30.80000,100,1727952.16875
1,33.00000,-25.80000,100,1727912.30674
1,29.00000,-28.20000,100,1727911.46891
1,36.00000,-32.20000,100,1727869.54424
1,31.60000,-32.00000,100,1727854.35786
1,35.80000,-26.80000,100,1727847.66352
1,28.20000,-30.60000,100,1727843.97478
1,30.00000,-28.40000,100,1727806.20304
1,28.60000,-25.80000,100,1727799.61275
1,28.80000,-27.20000,100,1727789.18019
1,29.20000,-27.80000,100,1727755.34437
1,36.00000,-26.80000,100,1727737.01075
1,28.40000,-26.00000,100,1727725.91531
1,30.20000,-31.80000,100,1727720.96184
1,35.60000,-25.40000,100,1727697.58722
1,28.20000,-25.80000,100,1727652.67641
1,34.80000,-26.20000,100,1727599.26542
1,31.40000,-32.00000,100,1727587.60526
1,28.40000,-29.60000,100,1727579.31472
1,30.40000,-31.60000,100,1727563.82219
1,35.20000,-28.00000,100,1727561.63014
1,31.60000,-32.20000,100,1727544.49041
1,36.60000,-31.20000,100,1727534.05061
1,29.00000,-27.60000,100,1727511.47797
1,28.60000,-30.80000,100,1727511.13016
1,36.20000,-30.00000,100,1727499.64108
1,35.20000,-31.60000,100,1727493.77031
1,36.20000,-31.20000,100,1727484.25360
1,33.40000,-27.60000,100,1727455.46294
1,29.40000,-28.40000,100,1727449.29133
1,28.80000,-28.00000,100,1727440.88583
1,35.00000,-27.00000,100,1727429.53887
1,35.40000,-31.00000,100,1727378.95581
1,32.80000,-28.40000,100,1727341.41397
1,28.00000,-26.60000,100,1727303.03884
1,30.40000,-31.80000,100,1727279.23768
1,31.40000,-32.20000,100,1727277.73781
1,36.80000,-30.60000,100,1727252.51594
1,35.00000,-25.40000,100,1727247.19321
1,29.00000,-27.80000,100,1727244.78007
1,33.40000,-28.20000,100,1727210.98740
1,28.40000,-30.60000,100,1727152.89838
1,35.00000,-27.60000,100,1727142.06306
1,28.80000,-27.40000,100,1727137.27865
1,35.80000,-25.40000,100,1727125.25473
1,35.00000,-28.80000,100,1727068.07167
1,35.40000,-29.40000,100,1727056.38891
1,36.00000,-25.40000,100,1727014.60196
1,28.20000,-29.40000,100,1726994.56269
1,35.20000,-26.40000,100,1726986.30053
1,36.60000,-30.80000,100,1726953.70326
1,33.40000,-28.60000,100,1726927.31877
1,36.20000,-30.80000,100,1726903.90625
1,32.80000,-32.00000,100,1726856.86412
1,35.60000,-26.00000,100,1726798.21233
1,36.80000,-29.80000,100,1726777.04105
1,28.40000,-26.20000,100,1726664.33490
1,35.20000,-31.80000,100,1726661.66666
1,28.60000,-29.00000,100,1726579.59957
1,32.80000,-32.20000,100,1726546.99667
1,35.00000,-26.00000,100,1726544.61595
1,35.60000,-25.20000,100,1726544.54897
1,33.40000,-27.80000,100,1726529.61277
1,30.00000,-31.60000,100,1726522.53793
1,34.60000,-32.40000,100,1726511.95814
1,35.60000,-27.00000,100,1726505.26366
1,35.40000,-31.60000,100,1726473.61936
1,36.80000,-31.40000,100,1726433.75813
1,28.00000,-30.00000,100,1726428.70805
1,33.40000,-32.00000,100,1726425.76705
1,28.40000,-25.40000,100,1726409.19519
1,28.00000,-26.00000,100,1726395.88199
1,28.80000,-31.20000,100,1726323.10092
1,28.40000,-29.40000,100,1726303.48629
